u_id,timestamp,q_id,column,cell_mode,kapr_cumulative,kapr_cell
2,1521574992,127,fname,partial,0.29239766081871343,0.29239766081871343
2,1521575102,29,fname,partial,0.4945305973266495,0.20213293650793607
2,1521575105,29,fname,full,0.8268718671679199,0.33234126984127044
2,1521575111,276,sex,full,0.8271332999696273,2.6143280170731753e-4
2,1521575210,68,reg,partial,0.8485058799359568,0.021372579966329575
2,1521575212,68,reg,full,1.6820364986228256,0.8335306186868687
2,1521575216,68,fname,partial,1.8096143605756878,0.12757786195286225
2,1521575217,68,fname,full,2.0660853201716476,0.2564709595959598
2,1521575229,14,lname,full,2.4418293677906955,0.3757440476190479
2,1521575231,14,sex,full,2.505073415409744,0.06324404761904834
2,1521575242,221,reg,full,3.3468242571605855,0.8417508417508417
2,1521575244,221,dob,partial,3.4309993413356707,0.08417508417508524
2,1521575290,337,fname,full,4.813079951357456,1.3820806100217853
2,1521575297,86,fname,partial,4.986691062468567,0.17361111111111072
2,1521575298,86,fname,full,5.358714871992377,0.3720238095238102
2,1521575304,354,dob,partial,5.370602343030175,0.011887471037797859
2,1521575305,354,fname,full,6.159065876591748,0.7884635335615728
2,1521575310,354,dob,full,6.805095893536797,0.6460300169450495
2,1521575312,354,race,full,6.89738589595752,0.0922900024207225
2,1521575322,354,sex,full,6.98967589837824,0.09229000242072072
2,1521575351,112,lname,partial,7.143996886032561,0.15432098765432034
2,1521575353,112,lname,full,7.6358950341807095,0.4918981481481488
2,1521575355,112,dob,partial,7.7998610835634254,0.16396604938271597
2,1521575355,112,dob,full,8.291759231711573,0.4918981481481479
2,1521575364,93,lname,full,8.723857997143671,0.432098765432098
2,1521575366,93,race,full,8.956441771394113,0.23258377425044152
2,1521575367,93,sex,full,9.034704557990233,0.07826278659612029
2,1521575401,41,fname,full,10.225180748466423,1.1904761904761898
2,1521575408,151,lname,partial,10.433514081799757,0.20833333333333393
2,1521575410,151,lname,full,10.989069637355312,0.5555555555555554
2,1521575427,35,sex,full,10.989289527738276,2.1989038296332808e-4
2,1521575428,35,fname,partial,11.298469946755622,0.3091804190173466
2,1521575429,35,fname,full,11.438382586668263,0.1399126399126409
2,1521575444,151,reg,full,12.132827031112708,0.6944444444444446
2,1521575446,151,fname,full,12.757827031112706,0.6249999999999982
2,1521575488,230,dob,partial,12.896715920001595,0.13888888888888928
2,1521575490,230,dob,full,13.313382586668263,0.41666666666666785
2,1521575495,254,fname,partial,13.535263453710419,0.22188086704215593
2,1521575495,254,fname,full,14.089965621315814,0.5547021676053951
2,1521575512,349,dob,full,14.945863536037255,0.8558979147214405
2,1521575513,349,lname,partial,15.0684125556451,0.12254901960784537
2,1521575514,349,lname,full,15.496361513005821,0.42794895736072114
2,1521575528,265,fname,full,16.030411692217292,0.5340501792114711
2001,1521575630,131,reg,full,0.993330495246204,0.993330495246204
2001,1521575631,131,fname,partial,1.0891159358592308,0.09578544061302685
2001,1521575632,131,fname,full,1.3871150844330922,0.29799914857386134
2001,1521575638,131,sex,full,1.4864481339577125,0.0993330495246203
2001,1521575667,29,fname,partial,1.6885810704656488,0.2021329365079363
2001,1521575668,29,fname,full,2.020922340306918,0.3323412698412691
2001,1521575682,271,race,full,2.021314725012101,3.9238470518299096e-4
2001,1521575689,271,lname,full,2.569027917148128,0.547713192136027
2001,1521575769,297,dob,partial,3.069027917148127,0.4999999999999991
2001,1521575774,297,lname,full,3.5412501393703493,0.4722222222222223
2001,1521575776,297,dob,full,4.041250139370349,0.49999999999999956
2001,1521575803,72,fname,partial,4.061674975971656,0.02042483660130756
2001,1521575804,72,fname,full,4.2776830963915415,0.21600812041988515
2001,1521575819,14,lname,full,4.653427144010588,0.37574404761904656
2001,1521575842,357,dob,partial,4.741417180831036,0.08799003682044759
2001,1521575848,87,fname,partial,4.861631933398729,0.12021475256769332
2001,1521575849,87,fname,full,5.183760784939345,0.322128851540616
2001,1521575876,142,lname,full,6.019530765446167,0.8357699805068224
2001,1521575886,217,dob,partial,6.070971094664274,0.051440329218106484
2001,1521575887,217,dob,full,6.760271506186907,0.6893004115226331
2001,1521575921,54,dob,partial,6.770812180790083,0.01054067460317576
2001,1521575921,54,dob,full,7.454715950631352,0.6839037698412689
2001,1521575927,135,reg,full,8.297240460435274,0.8425245098039227
2001,1521575928,135,fname,partial,8.463192257820895,0.16595179738562038
2001,1521575930,135,fname,full,8.800202061742466,0.3370098039215712
2001,1521575955,114,lname,partial,8.897101286548667,0.09689922480620083
2001,1521575956,114,lname,full,9.70136485244014,0.804263565891473
2001,1521575962,114,dob,partial,9.76838681626443,0.06702196382429015
2001,1521575964,114,dob,full,10.237540563034456,0.46915374677002575
2001,1521576003,155,lname,partial,10.383739393443811,0.14619883040935555
2001,1521576004,155,lname,full,10.603037639057847,0.219298245614036
2001,1521576018,207,lname,partial,10.622327762514637,0.019290123456789487
2001,1521576027,159,lname,partial,10.702455967642841,0.0801282051282044
2001,1521576047,31,fname,partial,10.863591128778003,0.1611351611351619
2001,1521576048,31,fname,full,11.272441537628412,0.4088504088504088
2001,1521576084,259,fname,partial,11.479949554983628,0.20750801735521662
2001,1521576085,259,fname,full,11.8336564027482,0.3537068477645722
2001,1521576118,264,fname,partial,12.091442598034396,0.2577861952861955
2001,1521576120,264,fname,full,12.430773406115204,0.33933080808080796
2002,1521575374,127,fname,partial,0.29239766081871343,0.29239766081871343
2002,1521575409,29,fname,partial,0.4945305973266495,0.20213293650793607
2002,1521575415,29,fname,full,0.8268718671679199,0.33234126984127044
2002,1521575488,60,reg,partial,0.9110469513430041,0.084175084175084125
2002,1521575493,60,reg,full,1.6686227089187613,0.7575757575757572
2002,1521575577,294,race,full,1.6689538419262888,3.311330075275176e-4
2002,1521575604,68,fname,partial,1.7965317038791506,0.1275778619528618
2002,1521575606,68,fname,full,1.7969701157758964,4.3841189674576064e-4
2002,1521575618,14,lname,full,2.172714163394944,0.37574404761904745
2002,1521575646,221,dob,partial,2.183937507951622,0.011223344556678061
2002,1521575686,86,fname,partial,2.3575486190627335,0.1736111111111116
2002,1521575687,86,fname,full,2.7295724285865424,0.37202380952380887
2002,1521575697,354,fname,full,3.2538099013534265,0.5242374727668841
2002,1521575754,185,race,full,3.2540881630646155,2.7826171118894294e-4
2002,1521575774,138,fname,full,3.757049764371806,0.5029616013071907
2002,1521575799,112,lname,partial,3.911370752026127,0.15432098765432078
2002,1521575806,93,lname,full,4.343469517458226,0.43209876543209935
2002,1521575810,93,sex,full,4.402442180597556,0.05897266313932992
2002,1521575836,151,lname,partial,4.610775513930889,0.20833333333333304
2002,1521575839,151,lname,full,5.166331069486445,0.5555555555555554
2002,1521575847,208,lname,partial,5.278943682099058,0.11261261261261346
2002,1521575853,208,dob,full,5.906041368020273,0.627097685921215
2002,1521575877,311,fname,full,6.156199196303101,0.25015782828282784
2002,1521575880,35,fname,partial,6.385974426078331,0.22977522977523002
2002,1521575882,35,fname,full,6.554040219144124,0.16806579306579295
2002,1521575950,254,fname,partial,6.775921086186281,0.22188086704215682
2002,1521575954,254,fname,full,7.330623253791674,0.5547021676053934
2002,1521575970,81,lname,full,7.833584855098863,0.5029616013071889
2002,1521575974,81,sex,full,7.917837306079255,0.08425245098039191
2002,1521575980,349,lname,partial,7.979111815883176,0.06127450980392091
2002,1521575983,349,dob,full,8.896284240408542,0.9171724245253667
2002,1521575995,265,fname,full,9.430334419620012,0.5340501792114694
2003,1521574869,201,fname,full,0.985663082437276,0.985663082437276
2003,1521574934,371,dob,partial,1.4117994460736396,0.42613636363636365
2003,1521574968,120,reg,full,2.3227910828717286,0.910991636798089
2003,1521574976,120,sex,full,2.413890246551537,0.09109916367980819
2003,1521575007,299,lname,full,2.8685860137473043,0.45469576719576743
2003,1521575012,299,dob,partial,3.083533103694394,0.21494708994708978
2003,1521575045,319,race,full,3.083839416937849,3.063132434548699e-4
2003,1521575051,68,fname,partial,3.211417278890711,0.12757786195286203
2003,1521575063,68,reg,partial,3.296907598756031,0.08549031986532007
2003,1521575070,23,lname,full,3.8083565477049803,0.5114489489489493
2003,1521575073,23,sex,full,3.889296863020295,0.08094031531531476
2003,1521575093,217,reg,full,4.815222788946221,0.9259259259259256
2003,1521575097,217,dob,partial,4.907815381538814,0.09259259259259345
2003,1521575107,141,reg,full,5.714493271550037,0.8066778900112226
2003,1521575110,141,lname,full,6.433488782212214,0.718995510662177
2003,1521575117,247,sex,full,6.433764705223605,2.759230113911215e-4
2003,1521575126,326,fname,full,7.522693924824331,1.0889292196007263
2003,1521575134,88,fname,full,8.157614559744966,0.6349206349206344
2003,1521575143,88,reg,partial,8.336185988316394,0.17857142857142883
2003,1521575148,355,fname,full,8.946760330774795,0.6105743424584009
2003,1521575149,355,dob,partial,9.144693771461858,0.19793344068706276
2003,1521575164,355,lname,full,9.936427534210116,0.7917337627482581
2003,1521575199,190,race,full,9.936673059249399,2.455250392827679e-4
2003,1521575208,53,dob,partial,9.986723109299449,0.05005005005005003
2003,1521575218,137,reg,full,10.770595216700968,0.7838721074015194
2003,1521575220,137,fname,partial,10.88320782931358,0.11261261261261168
2003,1521575230,137,fname,full,11.27514388301434,0.39193605370076057
2003,1521575245,180,reg,full,12.174946506954894,0.8998026239405537
2003,1521575247,180,dob,full,12.89478860610734,0.7198420991524461
2003,1521575257,110,dob,partial,12.90474648064855,0.009957874541209222
2003,1521575260,110,lname,partial,13.001770588089324,0.09702410744077383
2003,1521575264,110,sex,full,13.056669236737973,0.05489864864864913
2003,1521575272,100,lname,full,13.55963083804516,0.502961601307188
2003,1521575279,100,sex,full,13.643883289025554,0.08425245098039369
2003,1521575314,40,fname,full,14.505952254542795,0.8620689655172402
2003,1521575323,156,reg,full,15.227574686691542,0.721622432148747
2003,1521575325,156,lname,partial,15.335349465518952,0.1077747788274106
2003,1521575328,156,lname,full,16.056971897667697,0.7216224321487452
2003,1521575336,212,dob,full,16.66682987594673,0.609857978279031
2003,1521575338,212,reg,full,17.429152348795522,0.7623224728487941
2003,1521575342,212,lname,partial,17.53880147160254,0.10964912280701711
2003,1521575344,212,sex,full,17.615033718887418,0.07623224728487799
2003,1521575352,162,race,full,17.61534101320961,3.072943221908986e-4
2003,1521575355,307,race,full,17.6156483075318,3.072943221908986e-4
2003,1521575356,307,sex,full,17.61651315673799,8.648492061915647e-4
2003,1521575361,31,fname,partial,17.777648317873158,0.16113516113516724
2003,1521575363,31,fname,full,18.186498726723563,0.40885040885040524
2003,1521575375,31,lname,full,18.758889299114134,0.5723905723905709
2003,1521575401,234,dob,partial,19.0234395636644,0.264550264550266
2003,1521575403,234,reg,full,19.684815225040065,0.661375661375665
2003,1521575419,260,sex,full,19.685204581320292,3.893562802268491e-4
2003,1521575422,83,lname,full,20.04110735909807,0.35590277777777857
2003,1521575424,83,sex,full,20.130806433172143,0.08969907407407263
2003,1521575427,83,reg,partial,20.220505507246216,0.08969907407407263
2003,1521575433,339,lname,partial,20.280029316770026,0.0595238095238102
2003,1521575437,339,dob,full,21.16206394880466,0.8820346320346353
2003,1521575449,264,fname,partial,21.419850144090855,0.25778619528619373
2003,1521575451,264,fname,full,21.759180952171665,0.33933080808080973
2003,1521575483,234,dob,full,22.023731216721927,0.2645502645502624
2003,1521575497,83,reg,full,22.831022883388595,0.8072916666666679
2004,1521574948,129,sex,full,2.149331216154529e-4,2.149331216154529e-4
2004,1521574952,129,fname,partial,0.13723544973544927,0.13702051661383383
2004,1521574969,204,reg,full,1.0052910052910047,0.8680555555555554
2004,1521574980,26,fname,partial,1.1712428026766257,0.16595179738562105
2004,1521575e3,269,race,full,1.1715256732774408,2.828706008151105e-4
2004,1521575026,62,reg,partial,1.2211288478806155,0.04960317460317465
2004,1521575055,123,dob,full,1.5222692612398498,0.30114041335923436
2004,1521575072,279,dob,full,2.3730081075029927,0.8507388462631429
2004,1521575074,279,reg,full,3.1317578439567137,0.758749736453721
2004,1521575098,290,lname,full,13.483841728087825,10.352083884131112
2004,1521575102,290,dob,partial,14.787486642843852,1.3036449147560276
2004,1521575145,316,dob,full,17.190161626163995,2.402674983320143
2004,1521575157,69,fname,partial,26.759816508318874,9.569654882154879
2004,1521575161,69,reg,partial,26.843991592493964,0.08417508417509012
2004,1521575168,23,lname,full,27.35544054144291,0.5114489489489458
2004,1521575210,218,dob,partial,28.22845641445878,0.8730158730158699
2004,1521575222,140,lname,full,28.810893690444452,0.5824372759856722
2004,1521575227,140,reg,full,29.706951038114692,0.89605734767024
2004,1521575233,140,dob,full,30.4237969162509,0.7168458781362084
2004,1521575245,245,dob,full,31.24358904039085,0.8197921241399513
2004,1521575246,290,lname,full,32.36682391966437,1.123234879273518
2004,1521575249,245,lname,full,31.984695759758434,-0.3821281599059354
2004,1521575250,245,fname,full,32.957879402024204,0.97318364226577
2004,1521575251,290,dob,partial,33.428190983446896,0.4703115814226919
2004,1521575260,86,fname,partial,33.60180209455801,0.17361111111111427
2004,1521575261,86,reg,partial,33.787813999319916,0.1860119047619051
2004,1521575266,359,dob,partial,33.871319255238966,0.08350525591905011
2004,1521575269,359,fname,full,34.45585604667231,0.5845367914333437
2004,1521575278,316,dob,full,35.34337951484093,0.8875234681686237
2004,1521575292,69,fname,partial,36.35348052494194,1.0101010101010104
2004,1521575293,188,dob,full,36.01678018824161,-0.33670033670033206
2004,1521575295,69,fname,full,36.85853102999245,0.8417508417508373
2004,1521575297,188,race,full,36.43765560911703,-0.4208754208754186
2004,1521575303,51,dob,partial,36.94813676475947,0.510481155642438
2004,1521575309,138,fname,full,37.45109836606667,0.5029616013071987
2004,1521575314,138,reg,full,38.29362287587059,0.8425245098039227
2004,1521575316,23,sex,full,38.29387346508209,2.5058921150389324e-4
2004,1521575323,175,dob,full,39.01071934321829,0.7168458781361977
2004,1521575325,175,race,full,39.10032507798532,0.08960573476702649
2004,1521575329,109,lname,partial,39.16159958778923,0.06127450980391558
2004,1521575333,109,reg,partial,39.3533295055628,0.1917299177735643
2004,1521575335,109,dob,partial,39.524634586735054,0.17130508117225673
2004,1521575344,94,reg,partial,39.57914797458177,0.05451338784671833
2004,1521575346,94,lname,full,40.258160320260785,0.6790123456790127
2004,1521575357,240,reg,full,41.15421766793103,0.8960573476702436
2004,1521575362,240,lname,full,41.512640606999135,0.35842293906810596
2004,1521575364,240,dob,partial,41.871063546067234,0.35842293906809886
2004,1521575370,260,fname,partial,41.892764934956126,0.021701388888892836
2004,1521575376,151,lname,partial,42.101098268289455,0.2083333333333286
2004,1521575383,151,sex,full,42.734080388340544,0.6329821200510892
2004,1521575384,77,lname,full,42.428365190383964,-0.3057151979565802
2004,1521575387,77,reg,partial,42.6646359438961,0.23627075351213733
2004,1521575392,340,dob,full,43.525814151088795,0.8611782071926939
2004,1521575394,340,lname,partial,43.641554891829536,0.11574074074074048
2004,1521575398,211,lname,partial,43.660845015286334,0.01929012345679837
2004,1521575401,211,sex,full,43.6732875624511,0.012442547164766893
2004,1521575403,211,dob,full,45.01735591279185,1.3440683503407485
2004,1521575406,265,fname,full,44.20733774166257,-0.8100181711292791
2004,1521575467,32,fname,partial,45.212461732897665,1.005123991235095
2004,1521575470,32,fname,full,45.60377566587827,0.39131393298060146
2004,1521575488,32,sex,full,45.68203845247439,0.07826278659612029
2005,1521575321,129,fname,partial,0.07826278659611992,0.07826278659611992
2005,1521575322,194,fname,full,1.063925869033396,0.985663082437276
2006,1521576063,131,fname,partial,0.09578544061302681,0.09578544061302681
2006,1521576101,25,fname,partial,0.3210106658382522,0.22522522522522542
2006,1521576112,270,reg,full,0.7295073978643959,0.40849673202614367
2006,1521576117,270,lname,full,1.2376773325049188,0.508169934640523
2006,1521576134,62,reg,partial,1.2872805071080935,0.04960317460317465
2006,1521576169,125,dob,full,1.9844482630993796,0.6971677559912861
2006,1521576181,290,lname,full,2.366576423005317,0.3821281599059372
2006,1521576185,290,dob,partial,2.836888004428009,0.47031158142269236
2006,1521576192,314,dob,full,3.750866499051665,0.913978494623656
2006,1521576197,314,sex,full,3.7956693664351784,0.044802867383513245
2006,1521576199,314,race,full,3.9099166782631354,0.114247311827957
2006,1521576207,69,fname,partial,4.246617014963472,0.3367003367003365
2006,1521576239,22,lname,full,4.8108531260745835,0.5642361111111116
2006,1521576255,217,reg,full,5.736779052000509,0.9259259259259256
2006,1521576260,217,dob,partial,5.829371644593102,0.09259259259259256
2006,1521576274,139,lname,full,6.370846298970982,0.5414746543778808
2006,1521576290,245,fname,full,6.750549124325982,0.37970282535499944
2006,1521576292,245,lname,full,7.703008500698401,0.9524593763724187
2006,1521576294,245,dob,full,8.522800624838352,0.8197921241399513
2006,1521576302,327,fname,full,9.611729844439076,1.0889292196007236
2006,1521576311,87,fname,partial,9.73194459700677,0.1202147525676942
2006,1521576316,87,reg,partial,9.893009022777079,0.16106442577030933
2006,1521576326,350,fname,partial,10.041818546586603,0.14880952380952372
2006,1521576329,350,reg,full,10.438643943412,0.3968253968253972
2006,1521576335,350,dob,partial,10.617215371983429,0.17857142857142883
2006,1521576356,182,fname,full,11.711491466259524,1.0942760942760952
2006,1521576359,182,dob,full,12.384892139660195,0.6734006734006712
2006,1521576371,47,dob,partial,12.394970244976397,0.010078105316202013
2006,1521576376,134,fname,partial,12.56092204236202,0.16595179738562216
2006,1521576390,175,lname,full,13.143359318347681,0.5824372759856615
2006,1521576392,175,fname,full,13.546585124799293,0.4032258064516121
2006,1521576395,175,dob,full,14.263431002935494,0.7168458781362013
2006,1521576401,113,lname,partial,14.360330227741697,0.09689922480620261
2006,1521576404,113,dob,partial,14.494374155390274,0.13404392764857676
2006,1521576412,99,lname,full,14.74128773563719,0.24691358024691645
2006,1521576415,99,race,full,14.773805372321494,0.03251763668430385
2006,1521576436,156,lname,partial,14.881580151148905,0.1077747788274106
2006,1521576445,215,dob,full,15.58865085821961,0.7070707070707059
2006,1521576451,164,dob,full,15.757001026569778,0.1683501683501678
2006,1521576459,308,dob,full,16.668593733828118,0.9115927072583396
2006,1521576462,308,lname,full,17.287788780267746,0.6191950464396285
2006,1521576472,35,fname,partial,17.517564010042978,0.2297752297752318
2006,1521576488,240,dob,partial,17.875986949111077,0.35842293906809886
2006,1521576499,79,lname,full,18.371377274781576,0.495390325670499
2006,1521576512,346,lname,partial,18.42768358108788,0.056306306306304066
2006,1521576514,346,dob,full,19.24725315065745,0.8195695695695697
2006,1521576528,265,fname,full,19.781303329868923,0.5340501792114729
3001,1521575007,100,lname,full,0.5029616013071895,0.5029616013071895
3001,1521575034,135,fname,partial,0.6689133986928099,0.16595179738562038
3002,1521575175,200,sex,full,2.0089518896201474e-4,2.0089518896201474e-4
3002,1521575388,68,fname,partial,0.12777875714182393,0.12757786195286192
3002,1521575399,68,sex,full,0.21326907700714384,0.08549031986531991
3002,1521575412,14,sex,full,0.21352630709216047,2.572300850166298e-4
3002,1521575498,140,sex,full,0.21374016326105505,2.1385616889457726e-4
3002,1521575543,86,fname,partial,0.3873512743721661,0.17361111111111105
3002,1521575547,86,sex,full,0.48035722675311837,0.09300595238095227
3002,1521575655,112,sex,full,0.48055289029653414,1.9566354341576941e-4
3002,1521575678,93,sex,full,0.48079518994543846,2.4229964890432054e-4
3002,1521575698,41,sex,full,0.48104090226545376,2.457123200153011e-4
3002,1521575707,151,sex,full,0.4812559005454677,2.1499828001392274e-4
3002,1521575792,81,sex,full,0.4814569803807434,2.0107983527573037e-4
3002,1521575802,349,sex,full,0.48171231985410856,2.5533947336514595e-4
3002,1521575807,349,lname,partial,0.5796907183203637,0.09797839846625511
3003,1521575252,217,reg,full,0.9259259259259258,0.9259259259259258
3003,1521575375,100,reg,partial,0.9531164896514164,0.027190563725490557
3004,1521575309,129,fname,partial,0.07826278659611992,0.07826278659611992
3004,1521575359,26,fname,partial,0.2442145839817409,0.165951797385621
3004,1521575390,26,race,full,0.3284670349621331,0.08425245098039219
3004,1521575443,269,sex,full,0.3286998581364836,2.3282317435052713e-4
3004,1521575448,269,race,full,0.32952698613945547,8.271280029718553e-4
3004,1521575512,290,dob,partial,0.7998385675621474,0.47031158142269197
3004,1521575517,290,lname,full,1.1819667274680847,0.3821281599059373
3004,1521575566,316,dob,full,2.0694901956367144,0.8875234681686297
3004,1521575580,69,fname,partial,2.4061905323370505,0.33670033670033606
3004,1521575589,69,race,full,2.490365616512135,0.08417508417508435
3004,1521575601,23,lname,full,3.001814565461084,0.5114489489489493
3004,1521575606,23,fname,full,3.649337087983607,0.647522522522523
3004,1521575649,140,sex,full,3.649550944152502,2.1385616889491033e-4
3004,1521575655,140,lname,full,4.321380098736295,0.6718291545837931
3004,1521575688,86,fname,partial,4.494991209847407,0.1736111111111116
3004,1521575694,86,sex,full,4.5879971622283575,0.09300595238095077
3004,1521575699,86,fname,full,4.960020971752168,0.3720238095238102
3004,1521575753,138,fname,full,5.4629825730593575,0.5029616013071898
3004,1521575769,175,lname,full,6.04541984904502,0.5824372759856624
3004,1521575777,109,lname,partial,6.106694358848942,0.061274509803921795
3004,1521575784,94,lname,full,6.6766799288345124,0.5699855699855707
3004,1521575791,94,race,full,6.758450010604593,0.08177008177008016
3004,1521575793,94,sex,full,6.840220092374675,0.08177008177008283
3004,1521575829,151,lname,partial,7.048553425708009,0.20833333333333393
3004,1521575835,151,lname,full,7.604108981263566,0.5555555555555562
3004,1521575848,151,sex,full,7.6735534257080085,0.06944444444444287
3004,1521575858,211,lname,partial,7.692843549164799,0.019290123456790376
3004,1521575860,211,sex,full,7.705286096329568,0.012442547164769557
3004,1521575872,163,race,full,7.705624483100881,3.3838677131292627e-4
3004,1521575889,311,dob,partial,8.025226755828154,0.3196022727272725
3004,1521575902,32,fname,partial,8.220332575933975,0.19510582010582134
3004,1521575904,32,fname,full,8.611646508914575,0.3913139329805997
3004,1521575949,260,fname,partial,8.633347897803464,0.021701388888889284
3004,1521575954,260,fname,full,9.042335611478679,0.4089877136752147
3004,1521575972,77,sex,full,9.042560406267706,2.247947890268165e-4
3004,1521575977,77,lname,full,9.43984519002274,0.39728478375503506
3004,1521575991,340,lname,partial,9.468780375207924,0.028935185185183343
3004,1521575992,340,dob,full,10.347319693511734,0.8785393183038099
3004,1521576012,265,fname,full,10.881369872723203,0.5340501792114694
3007,1521575246,130,fname,partial,0.13440860215053763,0.13440860215053763
3007,1521575249,130,fname,full,0.24890481879729226,0.11449621664675463
3007,1521575271,29,fname,partial,0.4510377553052285,0.20213293650793623
3007,1521575272,29,fname,full,0.7833790251464977,0.3323412698412692
3007,1521575286,270,lname,full,0.9437548421399621,0.16037581699346437
3007,1521575395,314,fname,full,2.200475272247489,1.256720430107527
3007,1521575401,299,lname,full,2.6551710394432564,0.45469576719576743
3007,1521575404,299,dob,partial,2.8701181293903457,0.21494708994708933
3007,1521575405,299,dob,full,3.514959399231616,0.6448412698412702
3007,1521575425,314,dob,full,4.428937893855272,0.913978494623656
3007,1521575436,70,fname,partial,4.552724782348043,0.12378688849277086
3007,1521575438,70,fname,full,4.884473643508668,0.33174886116062563
3007,1521575460,70,lname,full,5.547971365829921,0.6634977223212521
3007,1521575527,22,lname,full,6.112207476941032,0.5642361111111116
3007,1521575587,142,lname,full,6.9479774574478546,0.8357699805068224
3007,1521575617,85,fname,partial,7.152225823460928,0.20424836601307383
3007,1521575618,85,fname,full,7.595937791006565,0.4437119675456369
3007,1521575627,352,fname,full,8.108503928572704,0.5125661375661386
3007,1521575668,133,fname,full,8.573663110525054,0.46515918195234995
3007,1521575679,169,lname,full,8.80266885423668,0.2290057437116264
3007,1521575680,169,fname,full,9.692696582499702,0.8900277282630213
3007,1521575715,114,lname,partial,9.789595807305904,0.09689922480620261
